batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_drop_penalty,assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B706,R706,1,7,6,785,18:45,791,18:51,55,9,46,0,1485500,17.0,776.0,18:36,789.0,18:49,Complete
B707,R707,4,3,5,785,18:45,790,18:50,45,9,36,0,1387400,35.0,776.0,18:36,789.0,18:49,Complete
B708,R708,1,5,5,786,18:46,791,18:51,27,9,18,0,1199900,27.0,779.0,18:39,790.0,18:50,Complete
B709,R709,4,2,6,786,18:46,792,18:52,56,8,48,1,1607700,16.0,780.0,18:40,789.0,18:49,Complete
B710,R710,1,7,6,788,18:48,794,18:54,55,9,46,0,1485500,17.0,779.0,18:39,792.0,18:52,Complete
B711,R711,2,5,7,790,18:50,797,18:57,59,11,48,0,1508100,37.0,779.0,18:39,796.0,18:56,Complete
B712,R712,7,4,5,788,18:48,793,18:53,57,9,48,1,1605500,22.0,782.0,18:42,792.0,18:52,Complete
B713,R713,2,1,6,789,18:49,795,18:55,54,9,45,1,1573000,32.0,783.0,18:43,793.0,18:53,Complete
B714,R714,2,4,6,788,18:48,794,18:54,54,8,46,1,1587700,25.0,780.0,18:40,792.0,18:52,Complete
B715,R715,9,4,7,798,18:58,805,19:05,125,18,107,1,2198400,3.0,780.0,18:40,798.0,18:58,Complete
B716,R716,2,5,7,792,18:52,799,18:59,59,11,48,1,1608100,11.0,786.0,18:46,797.0,18:57,Complete
B717,R717,2,6,9,794,18:54,803,19:03,92,13,79,1,1912500,25.0,783.0,18:43,802.0,19:02,Complete
B718,R718,4,3,5,790,18:50,795,18:55,45,9,36,1,1487400,36.0,781.0,18:41,794.0,18:54,Complete
B719,R719,1,6,5,791,18:51,796,18:56,23,9,14,1,1260600,30.0,784.0,18:44,794.0,18:54,Complete
B720,R720,4,8,6,796,18:56,802,19:02,78,14,64,1,1769200,6.0,782.0,18:42,796.0,18:56,Complete
B721,R721,8,1,7,796,18:56,803,19:03,83,14,69,1,1814400,21.0,787.0,18:47,802.0,19:02,Complete
B722,R722,4,3,5,792,18:52,797,18:57,45,9,36,1,1487400,36.0,784.0,18:44,797.0,18:57,Complete
B723,R723,1,6,5,794,18:54,799,18:59,23,9,14,1,1260600,31.0,788.0,18:48,798.0,18:58,Complete
B724,R724,7,1,5,794,18:54,799,18:59,56,9,47,1,1596500,7.0,785.0,18:45,798.0,18:58,Complete
B725,R725,1,3,6,795,18:55,801,19:01,49,8,41,1,1537100,1.0,788.0,18:48,797.0,18:57,Complete
B726,R726,4,3,5,796,18:56,801,19:01,45,9,36,1,1487400,26.0,787.0,18:47,797.0,18:57,Complete
B727,R727,7,6,6,802,19:02,808,19:08,78,15,63,1,1759300,7.0,788.0,18:48,808.0,19:08,Complete
B728,R728,1,5,5,802,19:02,807,19:07,27,10,17,0,1199900,28.0,792.0,18:52,803.0,19:03,Complete
B729,R729,2,5,7,806,19:06,813,19:13,59,11,48,0,1508100,16.0,795.0,18:55,806.0,19:06,Complete
B730,R730,3,4,6,805,19:05,811,19:11,45,9,36,0,1386400,34.0,796.0,18:56,806.0,19:06,Complete
B731,R731,4,3,5,805,19:05,810,19:10,45,9,36,0,1387400,22.0,796.0,18:56,806.0,19:06,Complete
B733,R733,1,2,5,809,19:09,814,19:14,54,9,45,1,1574000,32.0,800.0,19:00,810.0,19:10,Complete
B734,R734,1,2,5,810,19:10,815,19:15,54,9,45,1,1574000,21.0,805.0,19:05,815.0,19:15,Complete
B735,R735,4,3,5,810,19:10,815,19:15,45,9,36,1,1487400,3.0,801.0,19:01,811.0,19:11,Complete
B737,R737,1,3,6,811,19:11,817,19:17,49,8,41,1,1537100,9.0,806.0,19:06,815.0,19:15,Complete
B738,,2,6,8,816,19:16,824,19:24,92,13,79,2,2013500,,,,,,Overdue
B740,R740,4,6,5,812,19:12,817,19:17,49,9,40,1,1523900,0.0,806.0,19:06,816.0,19:16,Complete
B742,R742,2,1,5,815,19:15,820,19:20,54,9,45,1,1574000,1.0,806.0,19:06,816.0,19:16,Complete
B743,,2,5,7,816,19:16,823,19:23,59,10,49,2,1708100,,,,,,Overdue
B744,R744,4,2,5,814,19:14,819,19:19,56,8,48,1,1608700,11.0,806.0,19:06,815.0,19:15,Complete
B745,R745,4,3,5,815,19:15,820,19:20,45,9,36,1,1487400,4.0,806.0,19:06,816.0,19:16,Complete
B748,,4,6,5,816,19:16,821,19:21,49,9,40,2,1623900,,,,,,Overdue
